id,title,date_release,date_research,price,discount_price,developer,publisher,description,total_reviews,review_rating,url
4271160,Zero Stress King: Idle Defense,2026-03-30,2026-04-01,14.99,11.99,['Pauloondra'],['Pauloondra'],Um jogo incremental curto e relaxante disfarçado de tower defense - mas os inimigos nunca chegam às suas muralhas. Graças à lava.,202,9,https://store.steampowered.com/app/4271160
619540,Darkwater,2026-03-26,2026-04-01,32.99,23.09,['Targon Studios'],['Playstack'],Darkwater é um jogo cooperativo de extração de terror para 1 a 4 jogadores. Comande um submarino preso sob o gelo numa lua alienígena. Lute contra embarcações inimigas e abominações subaquáticas enquanto busca recursos. Faça o possível para sobreviver.,794,7,https://store.steampowered.com/app/619540
3590560,NUTMEG! A Nostalgic Deckbuilding Football Manager,2026-03-26,2026-04-01,73.99,44.39,"['Sumo Digital', 'Sumo Digital Academy']",['Secret Mode'],NUTMEG! é um jogo nostálgico de gerenciamento de futebol com elementos de jogos de cartas e que se passa nos anos 80 e 90. Reviva os dias em que havia tantas faltas quanto mullets e o futebol ainda se tratava do esporte.,131,9,https://store.steampowered.com/app/3590560
3948120,Scritchy Scratchy,2026-03-18,2026-04-01,19.49,15.59,['Lunch Money Games'],['Funday Games'],"Scritchy Scratchy é um divertido jogo incremental de raspadinhas. Compre pilhas de raspadinhas, desbloqueie a raspagem automática e saia à caça dos grandes prêmios. Você vai pegar leve ou vai apostar tudo?",4285,9,https://store.steampowered.com/app/3948120
4027270,True Colors of a Star,2026-03-31,2026-04-01,45.0,38.25,['LumiMaker'],['LumiMaker'],"""True Colors of a Star"" is an interactive narrative game,players become a rising celebrity in the entertainment industry.Through choices in dialogue,relationships,and auditions,shape their career and connections.Key mechanics include managing media, rivalries, hidden plots,and performing key scenes.",0,0,https://store.steampowered.com/app/4027270
4387110,Stardust Trial,2026-03-31,2026-04-01,3.49,3.14,['铭轩魔王'],['铭轩魔王'],"A cute, anime-style casual roguelite survival game. Actively attack monsters to rack up kills and unlock powerful skills! Summon magical artifacts to fight alongside you. Clear dynamic stages with unique victory conditions and enjoy the ultimate bullet-heaven experience!",0,0,https://store.steampowered.com/app/4387110
4492860,Sisters' Aegis,2026-03-31,2026-04-01,10.49,7.86,['Macroverse'],['Macroverse'],"Control Valkyria through a magical world where seven sisters battle for power. A twin-stick shooter with upgrade systems, resonance mechanics, and a story about competitive siblings, and the question of what you'd do with the power to grow.",0,0,https://store.steampowered.com/app/4492860
4332610,Gripless: Drift Valley,2026-03-31,2026-04-01,16.99,13.59,['RenderForce3D'],['RenderForce3D'],"Jogo indie de drifting com física de derrapagem suave, direção responsiva e estradas naturais cheias de curvas. Escolha bem os pneus, adapte‑se ao clima e domine cada drift!",0,0,https://store.steampowered.com/app/4332610
4520970,PinBall Escape,2026-03-31,2026-04-01,23.5,18.8,['GAMSTERS Inc.'],['GAMSTERS Inc.'],"Suba em uma biblioteca celestial nesta aventura de pinball vertical roguelike. Domine flippers ágeis para superar obstáculos mágicos e atingir novas alturas. A precisão é tudo nesta escalada de alto risco, onde uma queda pode reiniciar seu progresso. Escape do escritório de Deus!",0,0,https://store.steampowered.com/app/4520970
4559270,ACTION GAME MAKER - Bullet Hell Assets Pack: Sci-Fi & Japanese Style,2026-03-31,2026-04-01,29.99,26.99,['Gotcha Gotcha Games'],['Gotcha Gotcha Games'],Sem descrição,0,0,https://store.steampowered.com/app/4559270
3044750,Plastic Conflict,2026-03-31,2026-04-01,44.49,31.14,['Douglas Works'],['Douglas Works'],"Plastic Conflict is a real-time strategy battle where toy soldiers wage war across backyard battlefields. Command troops, fortify scrap-built bases, manage resources, and outmaneuver enemies in fast-paced tactical combat where every flank, defense, and decision matters.",0,0,https://store.steampowered.com/app/3044750
4210070,Shadows Show,2026-03-31,2026-04-01,16.49,14.01,['VladEv1L'],['VladEv1l.Art'],"Are you ready to face the mysteries of the past? The player will explore the gloomy environment of the hospital, encountering creepy phenomena and supernatural creatures. Uncover the story of the disappearance of all the inhabitants of the ""Red Forest"" sanatorium.",0,0,https://store.steampowered.com/app/4210070
3896890,No Peeking,2026-03-31,2026-04-01,16.99,15.29,['ZonalCloud'],['ZonalCloud'],"No Peeking is a fast-paced multiplayer hide-and-seek game, don’t move too weird, and try not to laugh as chaos unfolds. Who’s hiding? Who’s hunting? Just... No Peeking!",0,0,https://store.steampowered.com/app/3896890
4271260,dofbox,2026-03-31,2026-04-01,16.99,13.59,['dofhouse'],['dofhouse'],"5 byte-sized games for a cheap price! Kill Frogs, fish the fish, take care of your virtual pet, invest, and fall to your death! All this in dofhouse's dofbox Collection!",2,0,https://store.steampowered.com/app/4271260
4123140,Jargon,2026-03-31,2026-04-01,38.49,31.94,"[""Damon D'Amico""]","[""Damon D'Amico""]","A word-puzzle roguelite where classic word games meet wild, rule-breaking builds.",0,0,https://store.steampowered.com/app/4123140
3028410,Deadwood Drive,2026-03-31,2026-04-01,32.99,28.04,['Kayden Hardcastle'],['CastleCraftStudios'],"Deadwood Drive is a low-poly open-world adventure set in a mountain town with a dark secret. With an old trusty truck and unbelievable tools, you'll run a logging business by day - and dismantle a mind-control conspiracy by night.",0,0,https://store.steampowered.com/app/3028410
4040140,Choose Your Own Alternative,2026-03-31,2026-04-01,16.99,15.29,['F(r)ictions Ludiques'],['F(r)ictions Ludiques'],"Um jogo de texto onde você deve exorcizar o mal de dentro de sua amiga. Analise objetos repletos de memórias, descubra o motivo da possessão, confronte os medos dela e decida qual objeto deve ser sacrificado. A salvação não tem preço.",0,0,https://store.steampowered.com/app/4040140
4380300,Catverse,2026-03-31,2026-04-01,13.79,11.03,['OVFL'],['OVFL'],"Catverse is a 2D co-op climbing game where 3-4 players enter a cat's mind. Turn lights on/off in 5 rooms to dictate its actions! Climb up to reach the Cosmos at the top, but if you mess up? Hope it was your friend's fault. Good luck!",0,0,https://store.steampowered.com/app/4380300
4137690,Corner Clash,2026-03-31,2026-04-01,19.49,13.64,['Ape Blues'],['Ape Blues'],"Um jogo de combate automático idle que roda silenciosamente no canto da tela enquanto você faz outras atividades. Forteça, melhore e desbloqueie armas para enfrentar ondas constantes de inimigos cada vez mais poderosos.",0,0,https://store.steampowered.com/app/4137690
4514100,Ally Me Or Vore,2026-03-31,2026-04-01,32.99,19.79,['Gts Mikan Lovely'],['Gts Mikan Lovely'],"You are the giant. Every choice matters. Devour, slay, or show mercy — but choose wisely. One wrong move could cost you everything. A survival simulation with moral consequences.",0,0,https://store.steampowered.com/app/4514100
3729160,Wasteland Shop Simulator,2026-03-31,2026-04-01,32.99,29.69,['Fargamer Studios Ltd'],['Fargamer Studios Ltd'],"A post-apocalyptic shop management game where you build, customize, and expand your store. Hire staff, explore the wasteland for loot, deal with messy customers and thieves, and grow your retail empire in a chaotic world gone mad.",0,0,https://store.steampowered.com/app/3729160
2466900,A Investigação Póstuma,2026-03-31,2026-04-01,49.99,44.99,['Mother Gaia Studio'],"['CriticalLeap', 'Infini Fun']","Viaje para uma Rio de Janeiro noir em 1937 e investigue o mistério por trás do assassinato de Brás Cubas, o icônico personagem do aclamado autor Machado de Assis. Enquanto não se encontrar a verdade você estará preso num loop temporal em meio a uma narrativa cheia de intrigas e traições.",8,0,https://store.steampowered.com/app/2466900
4456170,Neuro Clicker,2026-03-31,2026-04-01,10.49,9.44,['Andrii Danchuk'],"['Andrii Danchuk', 'Duxastr Studio']","Neuro Clicker é um jogo casual incremental idle em que você desenvolve um neurônio do sistema, coleta QI e moedas, desbloqueia upgrades e enfrenta minijogos caóticos. Conforme o neurônio evolui, Clippy encontra fragmentos de memória perdidos e chega mais perto de lembrar quem ela é.",0,0,https://store.steampowered.com/app/4456170
4474870,Puss in Box,2026-03-31,2026-04-01,3.49,2.09,['Gamesforfarm'],['Gamesforfarm'],Puss In Box is a cozy cat search simulator with puzzle and pet care elements.,4,0,https://store.steampowered.com/app/4474870
4458590,Save New York 2030,2026-03-31,2026-04-01,16.99,13.59,['Black Belt Logic LLC'],['Black Belt Logic LLC'],"Defend two iconic cities in this horizontal flying combat game with block-by-block destruction physics. Choose from four ships with unique abilities, combine 36 weapon loadouts, and fight through dynamic weather and day-night cycles. Full local co-op. Custom wave builder included.",1,0,https://store.steampowered.com/app/4458590
4165450,喵喵来财,2026-03-31,2026-04-01,10.49,6.29,['TanE Games'],['TanE Games'],"LuckyCat is an Eastern-inspired desktop buddy that turns typing into a ritual of gathering Karma. Experience Chinese divination, unlock skins for your guardian cat, and visit friends to spread the luck. Adopt your LuckyCat today, tap away the noise, and invite ancient fortune to your screen!",0,0,https://store.steampowered.com/app/4165450
3902340,COMBOTRONICA,2026-03-31,2026-04-01,46.99,42.29,['Grid Cortex Games'],['Grid Cortex Games'],"Descubra possibilidades de conexões secretas. Construa cadeias espetaculares repletas de combos. Reúna Amuletos poderosos. Veja as pontuações dispararem neste prazeroso jogo de construção de decks no estilo roguelike, onde você conta com um equilíbrio de lógica e sorte!",1,0,https://store.steampowered.com/app/3902340
3961160,Eye of the Erime,2026-03-31,2026-04-01,16.99,13.59,['An Item for You'],['An Item for You'],"Eye of the Erime is a first-person puzzle game where you use a camera to take photos of flowers to manipulate objects temporally and spatially. Traverse a unique underground settlement, solve puzzles, find a way to save your mother, and escape the caves.",1,0,https://store.steampowered.com/app/3961160
4447900,Static Condition,2026-03-31,2026-04-01,20.49,18.44,['Static Game Labs'],['Static Game Labs'],"Você está preso em um estacionamento infinito com 100 anomalias únicas.Encontre a diferença para alcançar a saída — ou fique preso no ciclo para sempre. Se algo mudou — volte.Se nada mudou — siga em frente. Domine cada anomalia, preencha sua Sala de Troféus e quebre a Static Condition",0,0,https://store.steampowered.com/app/4447900
4466070,Overclocked Arena: Instability Protocol,2026-03-31,2026-04-01,15.75,11.81,['Terminal State Games'],['Terminal State Games'],"Um roguelike de ação sci-fi em ritmo acelerado, onde o sistema se torna cada vez mais instável. Combine armas e melhorias para fortalecer sua build e enfrentar hordas de inimigos e elites. A dificuldade aumenta a cada partida, e o campo de batalha muda constantemente. Sobreviva além dos limites.",0,0,https://store.steampowered.com/app/4466070
2738490,Sol Cesto,2026-04-10,2026-04-12,44.49,29.8,"['Tambouille', 'Géraud Zucchini', 'Chariospirale']","['Goblinz Publishing', 'Maple Whispering Limited']","Sol Cesto é um roguelite tático frenético em que você precisa dominar a sorte. Escolha um herói e chegue ao fundo de uma masmorra aleatória. Neste mundo sombrio, toda ação tem consequências…",2539,9,https://store.steampowered.com/app/2738490
2682380,Extinction Day,2026-04-10,2026-04-12,59.99,47.99,['DryGin Studios'],['DryGin Studios'],"Elimine a humanidade com desastres, pragas e guerras. Espalhe o caos, combine eventos e impeça a fuga para a Arca.",71,7,https://store.steampowered.com/app/2682380
3199360,Skull Horde,2026-04-10,2026-04-12,34.99,26.24,['8BitSkull'],['8BitSkull'],Skull Horde é um jogo de batalha automática e exploração de calabouços onde você joga como um crânio necromante voador. Encontre saques poderosos e crie combinações dominantes. Conjure uma horda de esqueletos em uma batalha de ossos contra carne!,291,9,https://store.steampowered.com/app/3199360
2646460,Soulmask,2026-04-09,2026-04-12,89.99,80.99,['CampFire Studio'],['Qooland Games'],"Ao escapar de um ritual de sacrifício, você adquire os poderes de uma máscara misteriosa. Sobreviva aos desafios da natureza, recrute seguidores, funde sua tribo e desvende os segredos por trás da civilização e da máscara...",846,9,https://store.steampowered.com/app/2646460
2413950,Final Sentence,2026-04-09,2026-04-12,37.49,33.74,['Button Mash'],['Polden Publishing'],"Final Sentence é um Battle Royale de digitação. Em um hangar com outros jogadores, você tem uma máquina de escrever à frente e um revólver carregado na têmpora. Cada erro é fatal. Só um restará.",412,9,https://store.steampowered.com/app/2413950
2698420,Restore Your Island,2026-04-09,2026-04-12,47.99,40.79,['Paiband Game Studio'],['Paiband Game Studio'],"Cure uma ilha marcada, reconstrua habitats, brinque com seu cachorro, projete seu santuário e relaxe junto à fogueira. Transforme esta ilha partida e cheia de lixo em um santuário próspero — uma limpeza de cada vez.",318,7,https://store.steampowered.com/app/2698420
1384160,GUILTY GEAR -STRIVE-,2021-06-11,2026-04-12,173.99,86.99,['Arc System Works'],['Arc System Works'],The cutting-edge 2D/3D hybrid graphics pioneered in the Guilty Gear series have been raised to the next level in “GUILTY GEAR -STRIVE-“. The new artistic direction and improved character animations will go beyond anything you’ve seen before in a fighting game!,1883,9,https://store.steampowered.com/app/1384160
2776090,Lay of the Land,2026-04-08,2026-04-12,67.99,61.19,['Southern Cross Interactive'],['Southern Cross Interactive'],"Lay of the Land é um jogo de aventura sandbox num mundo de fantasia em que tudo é fisicamente simulado. Use o ambiente para ter vantagem e explore, lute, saqueie e construa seu caminho por terras misteriosas.",570,9,https://store.steampowered.com/app/2776090
1626170,People of Note,2026-04-07,2026-04-12,74.99,67.49,['Iridium Studios'],['Annapurna Interactive'],"Neste RPG musical de turnos, ajude a cantora pop Cadence a recrutar mais músicos e alcançar o estrelato. Experimente um combate de turnos como você nunca viu, onde cada batalha é uma apresentação musical com condições de combate mutáveis e ataques que desafiam gêneros!",145,9,https://store.steampowered.com/app/1626170
3357960,KuloNiku: Bowl Up!,2026-04-07,2026-04-12,34.49,27.59,['Gambir Studio'],['Raw Fury'],"Prepare-se para um jogo de gerenciamento de cozinha cheio de atitude! Use receitas aperfeiçoadas, faça pratos únicos para pessoas peculiares, melhore o espaço, participe de batalhas culinárias para ser top chef e proteja o restaurante que está na família há gerações!",520,10,https://store.steampowered.com/app/3357960
4508320,Plague Inc: Aliens & Anti-Vaxxers,2026-04-07,2026-04-12,23.49,21.14,['Ndemic Creations'],['Ndemic Creations'],Sem descrição,168,9,https://store.steampowered.com/app/4508320
3976500,The Spotter: Dig or Die,2026-04-07,2026-04-12,47.99,35.99,['Puppyroar Games'],['Forklift Interactive'],"Cave de dia, lute à noite neste mix de mineração e Tower Defense. Como o último Spotter em um posto destruído, defenda-se das hordas mutantes, vasculhe o deserto e repare seu receptor para captar a mensagem vital do Presidente a última esperança da humanidade.",678,9,https://store.steampowered.com/app/3976500
2706020,ALL WILL FALL,2026-04-03,2026-04-12,117.9,60.61,['All Parts Connected'],['tinyBuild'],"Construa megacidades no oceano e conduza seu povo à prosperidade neste simulador de colônia de sobrevivência pós-apocalíptico, com sistema de construção 3D baseado em física, gerenciamento complexo de recursos, exploração, decisões políticas difíceis, cadeias de suprimentos e modo sandbox robusto.",649,7,https://store.steampowered.com/app/2706020
538030,Xenonauts 2,2026-04-02,2026-04-12,79.99,51.99,['Goldhawk Interactive'],['Hooded Horse'],"Declare uma guerra global em resistência a uma invasão alienígena. Comande batalhas táticas de estratégia em turnos, construa uma rede de bases, controle diretamente seus caças e chegue à vitória nessa simulação de guerra assimétrica contra um inimigo tecnologicamente superior.",3720,9,https://store.steampowered.com/app/538030
2779120,Modulus: Factory Automation,2026-04-02,2026-04-12,69.99,62.99,['Happy Volcano'],['Kwalee'],"Modulus é um jogo de automação de fábrica em que você corta, colore, estampa e monta blocos de construção 3D. Use toda sua liberdade criativa para construir e otimizar fábricas em expansão e cumpra os pedidos da Grande Rede Neural.",374,9,https://store.steampowered.com/app/2779120
4069520,Super Battle Golf,2026-02-19,2026-04-12,19.99,13.99,['Brimstone'],['Oro Interactive'],"Um jogo de golfe online para 1 a 8 pessoas onde todos jogam ao mesmo tempo. Dê tacadas, tiros e rasteiras, vale tudo para ser o primeiro no buraco!",240,9,https://store.steampowered.com/app/4069520
1766060,HumanitZ,2026-02-06,2026-04-12,57.99,34.79,['Yodubzz Studios'],['indie.io'],"HumanitZ é um jogo de sobrevivência sandbox, isométrico e de mundo aberto, ambientado em um mundo destruído por um surto zumbi. Sobreviva sozinho ou com amigos saqueando, criando, construindo e lutando. O passado não muda, mas o futuro ainda pode.",1135,9,https://store.steampowered.com/app/1766060
1588550,Cairn,2026-01-29,2026-04-12,88.99,75.64,['The Game Bakers'],['The Game Bakers'],"Alcance um cume inexplorado neste jogo de escalada e sobrevivência dos criadores de Furi e Haven. Planeje sua via e escale onde quiser, gerenciando pitons e recursos para sobreviver ao implacável Monte Kami. Descubra o que Aava está disposta a sacrificar para concluir a maior ascensão de sua vida.",316,9,https://store.steampowered.com/app/1588550
4536160,Ghost Vault,2026-04-12,2026-04-12,16.99,13.59,['Ghost Vault'],['Ghost Vault'],"Your files should be invisible to everyone but you. Ghost Vault is a high-performance encryption tool that stores, masks, and protects your passwords and documents locally. By utilizing Steam user verification and advanced PIN protection, Ghost Vault creates a digital safe-room on your PC.",0,0,https://store.steampowered.com/app/4536160
4540150,GridFall: Nine-Grid,2026-04-12,2026-04-12,11.99,8.39,['SnowTide.Studio'],['SnowTide.Studio'],"Um jogo no estilo survivors-like construído em uma grade nove quadrados. Cada personagem tem uma abordagem de construção totalmente diferente – 8 personagens, 8 estilos de jogo. Venha explorar a beleza da topologia!",0,0,https://store.steampowered.com/app/4540150
2716620,Demining,2026-04-12,2026-04-12,23.5,16.45,['Karbical'],['Karbical'],"Demining is a 1–4 player, semi–open world horror experience where every step could be your last. Work together or alone to disarm deadly mines and explore mysterious locations in an increasingly perilous world.",2,0,https://store.steampowered.com/app/2716620
4572810,My Kirin kidney and my beloved teachers - DLC The Chosen Container of the Ancient Gods,2026-04-12,2026-04-12,37.49,29.99,['fsk2_0010'],['LIN YIPENG'],Sem descrição,0,0,https://store.steampowered.com/app/4572810
4263960,Phoenix Nirvana Rebirth - DLC,2026-04-12,2026-04-12,32.99,26.39,['FSK2_0006b'],['OKE.FX GROUP'],Sem descrição,0,0,https://store.steampowered.com/app/4263960
4584740,DIY AI Perfect Girlfriend - DLC female assassin,2026-04-12,2026-04-12,37.49,29.99,['FSK2_0007'],['LIN YIPENG'],Sem descrição,0,0,https://store.steampowered.com/app/4584740
4324890,Rebirth of Legal maniac 2 - DLC King of Digital Black Gold,2026-04-12,2026-04-12,32.99,26.39,['FSK2_0007'],['OKE.FX GROUP'],Sem descrição,0,0,https://store.steampowered.com/app/4324890
4532560,Little Fox Girl,2026-04-12,2026-04-12,7.95,4.77,['Little Fox Girl'],['Little Fox Girl'],A cute little fox girl,0,0,https://store.steampowered.com/app/4532560
4465400,Iron Resolution,2026-04-12,2026-04-12,23.5,19.97,"['Harish Games Official', 'Harish Games']","['Harish Games Official', 'Harish Games']","Command a mercenary company in a brutal tactical RPG where death is permanent, morale breaks, and injuries leave a lasting scar. Master multiple distinct classes and varying terrain across 10 campaign levels or duel with friends in PvP. The Ironlands need a leader. Will you answer the call?",1,0,https://store.steampowered.com/app/4465400
4147340,Just Keep Waddling: Nihilist Penguin,2026-04-11,2026-04-12,16.99,10.19,['BrickSideStudio'],['BrickSideStudio'],"Just Keep Waddling is based on the nihilist penguin. 70 kilometers of procedurally generated wilderness, a global leaderboard, and 8 original songs to waddle along to. A simple and laid back walking simulator, to enjoy the journey more than the destination",1,0,https://store.steampowered.com/app/4147340
3011570,Aztlan Codex,2026-04-11,2026-04-12,43.99,37.39,['Villano Wild Studio'],['Villano Wild Studio'],"Aztlán Codex is a narrative driven hack and slash about forbidden divine knowledge and the cost of wielding it. As Sarah gathers the five sealed volumes of an ancient codex, she must fight relentless forces determined to reclaim it, while slowly becoming something more than human.",1,0,https://store.steampowered.com/app/3011570
4547950,Dude The Dark Agent,2026-04-11,2026-04-12,16.99,10.19,"['ismail ozel games', 'ismail Ozel Games']","['ismail ozel games', 'ismail Ozel Games']","Dude The Dark Agent é um jogo de ação 2.5D que combina o espírito clássico dos FPS dos anos 90 com recursos modernos. Cace soldados inimigos, destrua estátuas antigas e sobreviva aos perigos que espreitam em cada esquina em densos mapas de selva renderizados com o motor de raycasting.",0,0,https://store.steampowered.com/app/4547950
4541840,Captain Gazman Day Of The Rage - Dance Songs Pack 02,2026-04-11,2026-04-12,6.99,6.29,"['Les Kalifas', 'Kazarma', ""VEB Videospielewerk 'Bewegungsdruiden'""]",['Sem distribuidora'],Sem descrição,0,0,https://store.steampowered.com/app/4541840
4513050,GODS OF VOLLEYBALL,2026-04-11,2026-04-12,32.99,29.69,['TAKUDZWA NDAVAZOCHEVA'],['TAKUDZWA NDAVAZOCHEVA'],"A timing-based arcade volleyball game with martial arts flair! No player positioning—just perfect execution as you serve, spike, and block through stage-based matches. One fixed team, colorful characters, and hilarious cartoon violence.",0,0,https://store.steampowered.com/app/4513050
4543090,Simply Higher or Lower,2026-04-11,2026-04-12,3.49,2.09,['CreativeFlameWorks'],['CreativeFlameWorks'],A casual game about guessing the next card. Can you do it 10 times in a row?,1,0,https://store.steampowered.com/app/4543090
4546240,Assassin Of Dombardos,2026-04-11,2026-04-12,30.0,18.0,['Saylor Games'],['Saylor Games'],Third person Shooter game where cyborg warrior need find Dombardos names big Sci-fi turret with shield and destroy big enemy boss and find skull. Also player need avoid Dombardos army,3,0,https://store.steampowered.com/app/4546240
4280930,"Warhammer 40,000: Fire Warrior (Classic)",2026-04-13,2026-04-13,36.99,29.59,['Kuju Entertainment'],['SNEG'],"Become an elite Fire Warrior and fight the forces of the Imperium of Man in an action-packed classic FPS. Experience Warhammer 40,000 from a unique T'au perspective with a story full of twists and betrayal.",11,8,https://store.steampowered.com/app/4280930
3972320,Loot Loop,2026-04-13,2026-04-13,19.49,16.56,['BitBrew'],['BitBrew'],"Monte seu time de heróis e envie-os para masmorras neste RPG incremental viciante. Enfrente monstros, colete loot e desbloqueie melhorias. Partidas rápidas, árvore de habilidades vasta e zero estresse.",30,8,https://store.steampowered.com/app/3972320
4331610,Dome Keeper: The Lost Keepers,2026-04-13,2026-04-13,26.49,23.84,['Bippinbits'],['Raw Fury'],Sem descrição,28,8,https://store.steampowered.com/app/4331610
3959890,Tap Tap Loot,2026-04-13,2026-04-13,19.99,13.99,['Turtle Knight Games'],"['Turtle Knight Games', 'Irox Games']","O mundo está sendo atacado, e todo toque é um contra-ataque. Cada tecla apertada libera o poder do seu herói gato fofo, arrasando inimigos e enchendo você de saques. Mergulhe em uma expedição infinita no seu computador com amigos ou a sós. Toque. Toque. Saqueie.",66,9,https://store.steampowered.com/app/3959890
2057760,Esoteric Ebb,2026-03-03,2026-04-13,73.99,66.59,['Christoffer Bodegård'],['Raw Fury'],"ESOTERIC EBB é um RPG isométrico para um jogador. Desvende uma conspiração política com seu ajudante goblin. Jogue dados, faça escolhas difíceis e explore uma cidade às vésperas de sua primeira eleição. Torne-se um clérigo lendário ou arruine completamente a campanha.",4737,10,https://store.steampowered.com/app/2057760
3097240,宇宙怪谈 UNIVERSAL WEIRDNESS,2026-04-13,2026-04-13,29.99,23.99,['Cotton Game'],['Cotton Game'],A 2D hand-drawn puzzle adventure that spans multiple dimensions and universes. Encounter a diverse cast of characters and unravel mind-bending mysteries as you embark on unique adventures across different worlds.,0,0,https://store.steampowered.com/app/3097240
3027060,Cubetory,2026-04-13,2026-04-13,32.99,23.09,['Robogoose Games'],['Robogoose Games'],"Construa uma grande fábrica em uma ilha pequena! Recursos são escassos e únicos - otimize e ajuste tudo para ter eficiência máxima. Comece com cubos pintados simples, desbloqueie uma tonelada de aprimorações e evolua para cadeias de produção complexas. Sem inimigos, só caos satisfatório.",31,8,https://store.steampowered.com/app/3027060
3566120,Pinball with a Gun,2026-04-13,2026-04-13,26.49,23.84,"['Tigpan', 'PoggieB']",['Tigpan'],"If you die in Pinball, you die for real! Experience the classic arcade game with a Russian Roulette murderpop twist, and go for the Big Score! Don't worry about getting your head blown off, who even said that could happen?",0,0,https://store.steampowered.com/app/3566120
3130170,Full Metal Sergeant 2,2026-04-13,2026-04-13,37.49,31.86,['CarloC'],['CarloC'],"Manage your camp, drill soldiers into specialized war machines and dominate turn-based battles. 12 Weeks. 9 Recruits. 1 Rule: break them or lose them.",1,0,https://store.steampowered.com/app/3130170
4564280,Labyrinth of Trials,2026-04-13,2026-04-13,10.49,7.02,['babavalodea'],['babavalodea'],Every level is a challenge where survival depends on your decisions.,0,0,https://store.steampowered.com/app/4564280
